frame_number,timestamp,head_pitch,head_yaw,head_roll,inBrL,otBrL,inBrR,otBrR,EyeOL,EyeOR,oLipH,iLipH,LipCDt,dicCoeff_local0,dicCoeff_local1,dicCoeff_local2,dicCoeff_local3,dicCoeff_local4,dicCoeff_local5,dicCoeff_local6,dicCoeff_local7,dicCoeff_local8,dicCoeff_local9,dicCoeff_local10,dicCoeff_local11,dicCoeff_local12,dicCoeff_local13,dicCoeff_local14,dicCoeff_local15,dicCoeff_local16,dicCoeff_local17,dicCoeff_local18,dicCoeff_local19,dicCoeff_local20,dicCoeff_local21,dicCoeff_local22,dicCoeff_local23
147,14.7,-170.16,168.95,179.98,0.5125,0.4909,0.5147,0.4936,0.1308,0.1183,0.0028,0.002,0.0806,0.001108,0.010263,0.000418,0.001226,0.011206,0.000532,0.002737,0.008331,0.000726,0.000739,0.008762,0.000898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,14.8,-171.15,168.92,179.99,0.5128,0.4914,0.5151,0.4941,0.1276,0.1163,0.0104,0.0072,0.0821,0.001087,0.010289,0.000431,0.001206,0.011503,0.000562,0.00274,0.008443,0.00073,0.000749,0.008873,0.000904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,14.9,-171.55,169.1,179.6,0.5147,0.492,0.5143,0.4927,0.131,0.1161,0.0226,0.0158,0.0838,0.001072,0.010463,0.000435,0.001211,0.011321,0.000577,0.002779,0.008384,0.000729,0.000756,0.00894,0.000907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,15.0,-169.31,168.34,179.61,0.5136,0.4909,0.5122,0.4906,0.1274,0.1203,0.0007,0.0005,0.0727,0.001075,0.010314,0.000401,0.001201,0.011205,0.000518,0.002632,0.008534,0.00071,0.000733,0.008824,0.000888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,15.1,-168.05,167.86,179.8,0.5125,0.4906,0.5135,0.4915,0.1243,0.1283,0.0014,0.001,0.0668,0.001087,0.010144,0.000403,0.001208,0.010934,0.0005,0.00264,0.008322,0.000699,0.000746,0.008715,0.000861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,15.2,-171.3,169.95,-179.8,0.5117,0.4898,0.5156,0.4949,0.1294,0.1245,0.0002,0.0001,0.0748,0.001035,0.010253,0.000431,0.001159,0.011115,0.000556,0.00269,0.008455,0.0007,0.000775,0.008796,0.000859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,15.3,-170.53,171.8,-179.22,0.5118,0.4901,0.5168,0.4954,0.1272,0.1271,0.0025,0.0017,0.074,0.000991,0.010657,0.000464,0.001125,0.011289,0.000596,0.002713,0.008528,0.000686,0.000811,0.009075,0.000822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,15.4,-171.98,169.9,-178.59,0.5127,0.4922,0.5211,0.4994,0.1305,0.1277,0.001,0.0007,0.0735,0.000984,0.010341,0.00043,0.001135,0.011113,0.000575,0.002696,0.008394,0.000661,0.000789,0.00882,0.00081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,15.5,-172.17,170.89,-178.45,0.5133,0.494,0.5224,0.5009,0.1316,0.1233,0.0028,0.002,0.0748,0.001009,0.010669,0.000443,0.001147,0.011229,0.000599,0.00275,0.008445,0.000678,0.000788,0.008933,0.000834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,15.6,-172.61,170.39,-178.53,0.5131,0.4926,0.5231,0.5012,0.1252,0.1229,0.0019,0.0014,0.0739,0.000996,0.010661,0.000429,0.001147,0.011156,0.000589,0.002765,0.008354,0.000686,0.000793,0.008864,0.000856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,15.7,-173.84,168.97,-178.4,0.5112,0.4916,0.5218,0.4998,0.1334,0.1219,0.0014,0.001,0.0739,0.000985,0.010654,0.000424,0.001151,0.011352,0.000592,0.002721,0.008566,0.000682,0.000785,0.008996,0.000857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,15.8,-174.8,167.94,-178.35,0.512,0.4924,0.522,0.5007,0.1322,0.1237,0.0008,0.0006,0.071,0.000999,0.010475,0.000388,0.00116,0.011091,0.000554,0.002643,0.008411,0.000652,0.000748,0.00875,0.000836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,15.9,-173.4,168.96,-178.07,0.5117,0.4914,0.5215,0.4991,0.1285,0.1255,0.0014,0.001,0.07,0.000983,0.010403,0.000388,0.001129,0.010909,0.000541,0.002643,0.008259,0.000638,0.000769,0.008632,0.000808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,16.0,-176.05,169.16,-178.15,0.5112,0.4917,0.5217,0.5012,0.141,0.124,0.0008,0.0005,0.073,0.001036,0.010775,0.000406,0.001174,0.011138,0.0006,0.002709,0.008565,0.000652,0.000772,0.008856,0.000837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,16.1,-176.44,168.38,-178.45,0.5146,0.4948,0.5224,0.502,0.1375,0.1261,0.0011,0.0007,0.0726,0.001013,0.010979,0.000396,0.001149,0.011274,0.000587,0.002657,0.008695,0.000637,0.000757,0.009013,0.000816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,16.2,-174.9,169.57,-178.24,0.5169,0.496,0.5252,0.5039,0.1393,0.1231,0.0003,0.0002,0.0719,0.00101,0.010982,0.000419,0.001145,0.011201,0.000612,0.002722,0.008577,0.000649,0.000781,0.008964,0.000819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,16.3,-178.07,168.68,-178.01,0.5163,0.4966,0.5254,0.5045,0.1399,0.1238,0.0009,0.0006,0.0713,0.001026,0.010804,0.000407,0.001176,0.01112,0.000613,0.002745,0.008572,0.000642,0.000793,0.008842,0.000825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,16.4,-178.58,169.02,-177.96,0.5156,0.4974,0.5276,0.5071,0.1336,0.118,0.0206,0.0144,0.078,0.001018,0.011014,0.000422,0.001175,0.011275,0.000657,0.002756,0.008579,0.000663,0.000782,0.008955,0.000864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,16.5,-177.86,169.03,-177.75,0.52,0.5019,0.5316,0.5111,0.1346,0.1281,0.0008,0.0005,0.0691,0.001012,0.01056,0.0004,0.001167,0.010963,0.000601,0.002717,0.008455,0.000645,0.000784,0.008684,0.000835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,16.6,-177.54,167.4,-177.13,0.5192,0.5009,0.534,0.5131,0.1391,0.1253,0.0014,0.001,0.0751,0.00099,0.011274,0.000383,0.001183,0.011531,0.000582,0.002719,0.008798,0.000642,0.000775,0.009134,0.000843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,16.7,-176.36,167.29,-177.21,0.5191,0.5012,0.5345,0.5139,0.1384,0.123,0.0008,0.0006,0.0732,0.001015,0.011043,0.000397,0.001209,0.011278,0.000597,0.002775,0.008556,0.000671,0.000766,0.008948,0.00088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,16.8,-177.2,167.27,-177.4,0.5188,0.5019,0.5335,0.5136,0.1462,0.1253,0.0007,0.0005,0.0691,0.001036,0.011046,0.000389,0.001228,0.011495,0.000592,0.002729,0.00877,0.000668,0.000758,0.009083,0.000884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,16.9,-177.14,166.76,-177.44,0.5194,0.5014,0.5346,0.5141,0.1441,0.1277,0.0006,0.0004,0.0679,0.001028,0.011255,0.00039,0.001223,0.011562,0.000598,0.002753,0.008832,0.000678,0.000768,0.009156,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,17.0,-177.72,168.2,-177.19,0.5201,0.5025,0.5359,0.5157,0.1322,0.1306,0.001,0.0007,0.073,0.000949,0.010939,0.000384,0.00115,0.011301,0.000573,0.002733,0.008518,0.000637,0.000779,0.008948,0.000826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,17.1,-177.98,166.87,-176.91,0.5198,0.5029,0.5386,0.5174,0.1355,0.1328,0.0004,0.0003,0.0682,0.000996,0.010843,0.000366,0.001188,0.011252,0.000548,0.002706,0.008494,0.000639,0.000761,0.008791,0.000839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,17.2,-177.92,167.37,-177.02,0.5213,0.5045,0.5389,0.5181,0.1359,0.1391,0.001,0.0007,0.0676,0.000998,0.010903,0.000371,0.001178,0.011118,0.000565,0.002714,0.008485,0.000634,0.000768,0.008782,0.000839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,17.3,-179.18,168.52,-176.92,0.5224,0.5059,0.5399,0.5196,0.1377,0.1337,0.0014,0.001,0.0668,0.00098,0.01078,0.000376,0.001171,0.011202,0.000571,0.002706,0.008527,0.000642,0.00077,0.008769,0.000845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,17.4,-179.45,167.44,-177.72,0.5239,0.507,0.5393,0.5214,0.1288,0.1377,0.0005,0.0003,0.0677,0.000996,0.010629,0.000374,0.001203,0.01103,0.000583,0.002704,0.00846,0.000639,0.000767,0.008726,0.000852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,17.5,-179.43,166.11,-177.83,0.5148,0.4971,0.5308,0.5123,0.1291,0.1241,0.0002,0.0001,0.0659,0.001003,0.010061,0.000351,0.001221,0.010571,0.000545,0.002671,0.008049,0.00064,0.000746,0.008231,0.000864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,17.6,-174.62,167.31,-177.42,0.5091,0.49,0.5261,0.5051,0.137,0.114,0.0002,0.0002,0.0692,0.001067,0.009811,0.000371,0.00123,0.010429,0.000548,0.002688,0.007741,0.000676,0.00073,0.008,0.00089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,17.7,-174.77,166.19,-177.1,0.5072,0.4882,0.5248,0.503,0.1317,0.1276,0.0001,0.0001,0.0686,0.001024,0.009867,0.000355,0.001202,0.010798,0.000493,0.002614,0.007957,0.000668,0.000725,0.008206,0.000863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,17.8,-176.84,166.5,-176.88,0.508,0.4899,0.5266,0.5052,0.1353,0.1278,0.001,0.0007,0.0717,0.001013,0.010285,0.00037,0.001212,0.010927,0.000545,0.002666,0.008076,0.000676,0.000726,0.008398,0.00089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,17.9,-173.85,166.23,-176.59,0.5063,0.4884,0.5271,0.5051,0.137,0.1174,0.0013,0.0009,0.0697,0.000972,0.010294,0.000355,0.001177,0.010843,0.000493,0.002624,0.007959,0.000654,0.00073,0.008409,0.000845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,18.0,-173.98,165.62,-176.92,0.5097,0.4913,0.5267,0.5061,0.1417,0.1243,0.0005,0.0003,0.0695,0.00103,0.010367,0.000359,0.001216,0.010945,0.000504,0.002643,0.008077,0.000669,0.000717,0.008471,0.000868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,18.1,-178.33,166.22,-176.45,0.5038,0.4894,0.5226,0.5042,0.1581,0.1298,0.0004,0.0003,0.0654,0.001002,0.010306,0.000331,0.001219,0.011098,0.000499,0.002646,0.008234,0.000607,0.000729,0.008584,0.000812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,18.2,-178.23,167.16,-176.46,0.5032,0.4883,0.5229,0.5048,0.1509,0.1475,0.0003,0.0002,0.0669,0.000991,0.010288,0.000358,0.001195,0.011125,0.000526,0.002716,0.008252,0.000622,0.000778,0.008593,0.000815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,18.3,-178.59,167.07,-175.91,0.5086,0.4942,0.5295,0.5104,0.1366,0.112,0.0001,0.0001,0.0724,0.000983,0.010694,0.000363,0.001198,0.011231,0.000549,0.00273,0.008372,0.00063,0.000747,0.008755,0.000834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,18.4,-176.68,167.17,-176.4,0.5179,0.5013,0.5411,0.5172,0.0611,0.0664,0.0002,0.0001,0.0689,0.000936,0.010078,0.000337,0.001149,0.010443,0.000495,0.002677,0.007851,0.000602,0.000758,0.008065,0.000792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,18.5,-179.33,165.65,-177.44,0.5232,0.5053,0.5389,0.5195,0.1107,0.1041,0.0004,0.0003,0.0716,0.001,0.009865,0.000336,0.001208,0.010416,0.000512,0.002652,0.007885,0.000653,0.000694,0.008089,0.000881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,18.6,-177.51,164.8,-177.34,0.5226,0.5065,0.5403,0.5204,0.1272,0.1181,0.0016,0.0011,0.0682,0.001018,0.010583,0.000328,0.001238,0.010693,0.000497,0.002638,0.008136,0.000655,0.00071,0.008528,0.000884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,18.7,-178.11,164.31,-177.09,0.5235,0.5074,0.5419,0.522,0.1316,0.1064,0.0005,0.0003,0.0682,0.001033,0.010523,0.000327,0.001251,0.010828,0.00051,0.002606,0.008221,0.000647,0.000686,0.008571,0.000886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,18.8,-179.88,164.16,-177.13,0.5245,0.5084,0.541,0.5214,0.1401,0.1143,0.0004,0.0003,0.0694,0.00104,0.010501,0.000332,0.001245,0.010851,0.000526,0.002603,0.008292,0.000645,0.000671,0.008549,0.000887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,18.9,-179.55,165.78,-177.65,0.5262,0.5092,0.541,0.5214,0.1358,0.114,0.0014,0.001,0.0713,0.000992,0.010547,0.000347,0.001207,0.01088,0.000545,0.002623,0.008315,0.000635,0.000712,0.008656,0.000861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,19.0,179.9,163.31,-178.07,0.5257,0.5094,0.5415,0.5229,0.1352,0.1244,0.0005,0.0004,0.0692,0.001043,0.010572,0.000341,0.001271,0.010894,0.000552,0.002642,0.008343,0.000647,0.000705,0.008605,0.000898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,19.1,-178.93,165.11,-177.62,0.5251,0.5082,0.5412,0.5224,0.1325,0.1193,0.001,0.0007,0.0683,0.000993,0.010603,0.00034,0.0012,0.010809,0.000538,0.002608,0.00829,0.000622,0.000718,0.008604,0.000847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,19.2,179.22,164.78,-177.02,0.526,0.5097,0.5429,0.5248,0.1415,0.1173,0.0114,0.008,0.0711,0.000984,0.010513,0.000355,0.001223,0.010748,0.000579,0.002671,0.008132,0.000625,0.000733,0.008456,0.000861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,19.3,-178.44,165.73,-177.42,0.5251,0.5085,0.5405,0.5214,0.1357,0.118,0.0007,0.0005,0.0707,0.001008,0.010429,0.000361,0.001218,0.010652,0.000573,0.002672,0.008079,0.000636,0.000731,0.008413,0.00086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,19.4,-175.15,166.07,-177.36,0.5175,0.4989,0.5343,0.513,0.1336,0.118,0.0028,0.0019,0.0694,0.000992,0.01084,0.000355,0.001192,0.010731,0.000533,0.002651,0.008145,0.000648,0.000743,0.008598,0.000858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,19.5,-175.06,166.21,-176.96,0.515,0.4971,0.5325,0.5102,0.1361,0.119,0.0128,0.009,0.0748,0.000991,0.01135,0.000362,0.00119,0.01116,0.00054,0.002667,0.008385,0.000641,0.00074,0.008958,0.000844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,19.6,-171.91,165.66,-176.77,0.5109,0.4915,0.5313,0.508,0.1243,0.1169,0.0063,0.0044,0.0721,0.001066,0.011049,0.000359,0.001246,0.011101,0.000501,0.002734,0.008201,0.000684,0.000731,0.008754,0.000883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,19.7,-171.92,167.0,-177.14,0.5049,0.4855,0.521,0.498,0.128,0.1262,0.0121,0.0085,0.072,0.001038,0.011064,0.000371,0.001215,0.011289,0.000517,0.002715,0.008341,0.000689,0.00075,0.00891,0.000886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,19.8,-169.58,166.72,-177.56,0.5018,0.4806,0.5181,0.494,0.1273,0.1272,0.0259,0.0181,0.0761,0.001066,0.01092,0.000369,0.001227,0.0114,0.000476,0.002668,0.008175,0.000722,0.000725,0.008913,0.000911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,19.9,-171.6,166.75,-177.82,0.5029,0.4824,0.5183,0.4947,0.1309,0.1228,0.0133,0.0093,0.0792,0.001059,0.011007,0.000389,0.001245,0.011343,0.00053,0.002757,0.00831,0.00072,0.000747,0.008903,0.000922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,20.0,-170.61,165.65,-178.34,0.5069,0.4854,0.5206,0.4971,0.1238,0.1252,0.002,0.0014,0.0725,0.001112,0.010947,0.000372,0.001268,0.011305,0.000496,0.002718,0.008377,0.000723,0.000726,0.008846,0.000923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,20.1,-172.8,166.81,-177.09,0.504,0.4848,0.5225,0.4988,0.1257,0.1276,0.0007,0.0005,0.0712,0.001017,0.01082,0.000372,0.0012,0.011233,0.000526,0.002686,0.008323,0.000688,0.000747,0.00867,0.000888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,20.2,-171.06,168.34,-176.43,0.5017,0.4817,0.5237,0.4992,0.1306,0.1067,0.0004,0.0003,0.0736,0.000968,0.010192,0.000406,0.001145,0.010761,0.000529,0.002734,0.007838,0.000651,0.000787,0.008282,0.000799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,20.3,-172.16,174.11,-175.82,0.4901,0.4715,0.5166,0.4919,0.1114,0.1128,0.0023,0.0016,0.0719,0.000834,0.010066,0.000455,0.001015,0.010263,0.000601,0.00278,0.007504,0.000617,0.000917,0.008117,0.000721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,20.4,-167.46,178.24,-173.33,0.474,0.456,0.5092,0.4814,0.1142,0.1043,0.0086,0.006,0.076,0.000682,0.009902,0.000618,0.000873,0.010417,0.000721,0.002905,0.007325,0.000653,0.001071,0.008119,0.000636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,20.5,-164.98,-177.26,-174.71,0.469,0.4499,0.5012,0.4737,0.1264,0.1282,0.0009,0.0006,0.0694,0.000603,0.01032,0.00074,0.000772,0.010995,0.000819,0.002886,0.007865,0.000685,0.001163,0.008892,0.000594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,20.6,-166.48,-175.82,-174.98,0.4671,0.448,0.4935,0.4669,0.1411,0.139,0.0019,0.0013,0.0626,0.000569,0.010467,0.000741,0.000741,0.01129,0.000844,0.002856,0.008146,0.000678,0.001226,0.009055,0.000556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,20.7,-163.78,-175.64,-175.2,0.4695,0.45,0.4953,0.4661,0.1403,0.1321,0.0015,0.001,0.0697,0.000576,0.010949,0.000764,0.00073,0.011647,0.000863,0.002897,0.008424,0.000698,0.001213,0.009414,0.000561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,20.8,-167.1,-176.12,-175.43,0.4719,0.4523,0.4973,0.4694,0.1386,0.1327,0.0003,0.0002,0.072,0.000644,0.010842,0.000712,0.000797,0.011522,0.000864,0.002977,0.008384,0.000694,0.001192,0.009234,0.000589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,20.9,-166.46,-178.8,-176.02,0.4755,0.4547,0.4948,0.4668,0.1364,0.1306,0.0183,0.0128,0.0826,0.000745,0.01052,0.000678,0.00089,0.011525,0.000773,0.00293,0.008225,0.000701,0.001036,0.009086,0.000675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,21.0,-167.74,174.41,-176.54,0.4773,0.4552,0.4922,0.4657,0.1344,0.1086,0.0197,0.0138,0.0807,0.000871,0.010165,0.000532,0.001009,0.011452,0.000625,0.002787,0.008128,0.000679,0.000884,0.008809,0.000752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,21.1,-164.08,167.94,-178.23,0.475,0.4519,0.4867,0.4629,0.1333,0.1133,0.0085,0.006,0.0769,0.001064,0.009674,0.000465,0.001218,0.01091,0.000504,0.00274,0.007753,0.000783,0.000759,0.008309,0.00092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,21.2,-161.17,162.42,-178.62,0.4724,0.4487,0.4838,0.4604,0.1215,0.1157,0.006,0.0042,0.0755,0.001088,0.008889,0.000365,0.001276,0.010271,0.00038,0.002519,0.007098,0.00082,0.000619,0.007672,0.000972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,21.3,-161.5,158.93,-177.58,0.4663,0.4414,0.4799,0.4555,0.1245,0.1169,0.0023,0.0016,0.0742,0.001261,0.009174,0.000305,0.001413,0.010349,0.000324,0.002465,0.007143,0.000942,0.000501,0.007588,0.001116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,21.4,-158.0,148.06,-178.29,0.4687,0.4438,0.48,0.4558,0.0939,0.0985,0.0006,0.0004,0.069,0.001485,0.008967,0.000159,0.001634,0.010121,0.000162,0.002233,0.006862,0.001194,0.00035,0.007138,0.001263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,21.5,-149.98,135.39,175.83,0.4752,0.4471,0.4685,0.4503,0.1023,0.1134,0.0005,0.0003,0.0614,0.002035,0.007929,7.6e-05,0.002019,0.009739,8.9e-05,0.002017,0.006694,0.001555,0.000321,0.00687,0.001368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,21.6,-144.77,127.48,175.64,0.4629,0.4381,0.4604,0.441,0.1088,0.157,0.0008,0.0006,0.0555,0.001747,0.007583,7.4e-05,0.001809,0.009344,9.8e-05,0.001586,0.006294,0.001624,0.000269,0.006427,0.001268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,21.7,-144.02,129.01,176.81,0.4632,0.4361,0.4655,0.4491,0.1829,0.1411,0.0224,0.0157,0.0532,0.001773,0.007256,8e-05,0.001788,0.009067,0.000102,0.001542,0.005729,0.001592,0.000275,0.005902,0.001247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,21.8,-147.72,129.32,178.03,0.4561,0.4319,0.4605,0.4432,0.1796,0.1511,0.0326,0.0228,0.0588,0.001572,0.00743,7.2e-05,0.001672,0.009069,9.5e-05,0.001521,0.005795,0.001589,0.000211,0.006186,0.001249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,21.9,-146.63,129.71,178.64,0.453,0.4283,0.4593,0.4403,0.192,0.1407,0.0328,0.023,0.0603,0.001648,0.007506,7.4e-05,0.001708,0.009157,9.3e-05,0.001539,0.005779,0.001527,0.000249,0.006037,0.001214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,22.0,-146.8,130.63,179.43,0.4512,0.4266,0.4612,0.4396,0.1709,0.1494,0.0077,0.0054,0.0594,0.001603,0.00683,6.9e-05,0.001674,0.008933,9.4e-05,0.001533,0.005618,0.001547,0.000222,0.005794,0.001236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
