frame_number,timestamp,head_pitch,head_yaw,head_roll,inBrL,otBrL,inBrR,otBrR,EyeOL,EyeOR,oLipH,iLipH,LipCDt,dicCoeff_local0,dicCoeff_local1,dicCoeff_local2,dicCoeff_local3,dicCoeff_local4,dicCoeff_local5,dicCoeff_local6,dicCoeff_local7,dicCoeff_local8,dicCoeff_local9,dicCoeff_local10,dicCoeff_local11,dicCoeff_local12,dicCoeff_local13,dicCoeff_local14,dicCoeff_local15,dicCoeff_local16,dicCoeff_local17,dicCoeff_local18,dicCoeff_local19,dicCoeff_local20,dicCoeff_local21,dicCoeff_local22,dicCoeff_local23
221,22.1,-147.05,130.93,-179.23,0.4472,0.4225,0.4616,0.4415,0.1932,0.1341,0.0017,0.0012,0.0568,0.001555,0.007168,6.8e-05,0.001627,0.009358,9.5e-05,0.001425,0.0059,0.001548,0.000225,0.006008,0.001219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,22.2,-145.31,130.13,-179.4,0.4478,0.4228,0.4629,0.4423,0.2031,0.1308,0.0021,0.0014,0.0526,0.001619,0.007104,6.9e-05,0.001646,0.009346,9.5e-05,0.001409,0.00585,0.001533,0.000224,0.00598,0.001198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,22.3,-141.26,128.16,-177.4,0.4452,0.4216,0.4665,0.4427,0.182,0.1106,0.0015,0.0011,0.0504,0.001609,0.006628,9e-05,0.001632,0.009115,0.000136,0.001335,0.005522,0.00173,0.000256,0.005627,0.001284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,22.4,-141.99,124.39,179.97,0.4483,0.4243,0.4669,0.446,0.1829,0.1208,0.0091,0.0064,0.0455,0.001642,0.006907,9.4e-05,0.001655,0.008766,0.000134,0.00133,0.005515,0.00175,0.000339,0.005648,0.001272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,22.5,-145.25,127.34,179.66,0.4493,0.426,0.4627,0.4416,0.1727,0.1156,0.0022,0.0015,0.0448,0.001513,0.007116,6.9e-05,0.001551,0.008491,9.2e-05,0.001313,0.005596,0.001527,0.000278,0.005681,0.001207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,22.6,-142.96,127.05,179.32,0.4538,0.4332,0.4629,0.443,0.2048,0.1117,0.0026,0.0018,0.0465,0.00149,0.006621,7.9e-05,0.001535,0.008193,0.000105,0.001267,0.005224,0.001582,0.000229,0.005421,0.001197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,22.9,-166.08,163.04,-177.29,0.4081,0.3909,0.4245,0.4046,0.1216,0.1108,0.0011,0.0008,0.0646,0.001011,0.008135,0.000259,0.001142,0.008996,0.000316,0.002303,0.00634,0.000647,0.000575,0.006673,0.000806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,23.0,-169.72,161.79,-174.29,0.3996,0.388,0.4306,0.4108,0.1219,0.1004,0.0011,0.0008,0.0611,0.000896,0.007929,0.000231,0.001098,0.008431,0.000318,0.002218,0.005865,0.000633,0.000572,0.006227,0.000826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,23.1,-163.96,162.37,-173.72,0.3983,0.3843,0.4346,0.4128,0.1169,0.1004,0.0018,0.0013,0.0639,0.000903,0.007594,0.00029,0.001091,0.008224,0.000316,0.002266,0.0055,0.000685,0.000575,0.006071,0.000825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,23.2,-161.93,161.2,-174.84,0.3986,0.3839,0.4317,0.411,0.1145,0.099,0.0013,0.0009,0.0649,0.000972,0.007746,0.000273,0.001151,0.008318,0.000292,0.002319,0.00558,0.000741,0.000566,0.00623,0.000885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,23.3,-164.82,163.33,-173.79,0.3989,0.3857,0.4325,0.4104,0.1138,0.0964,0.0013,0.0009,0.0678,0.000868,0.007537,0.000283,0.001063,0.008147,0.000323,0.002344,0.005487,0.000664,0.00062,0.006113,0.000811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,23.4,-165.61,163.76,-175.2,0.4028,0.3881,0.4304,0.4106,0.1084,0.0995,0.0008,0.0006,0.0713,0.000903,0.007354,0.000289,0.001099,0.008041,0.000355,0.002383,0.005448,0.000656,0.000597,0.00605,0.000823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,23.5,-164.89,165.68,-174.71,0.4029,0.3894,0.4322,0.4114,0.1105,0.0966,0.0009,0.0007,0.0649,0.000904,0.007513,0.000288,0.001074,0.008215,0.000352,0.0023,0.005587,0.000658,0.000599,0.006074,0.000825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,23.6,-165.06,163.32,-174.62,0.4055,0.3909,0.4338,0.4124,0.1152,0.1056,0.0006,0.0004,0.0679,0.00094,0.007739,0.000279,0.001137,0.008596,0.000339,0.002344,0.005828,0.000696,0.00059,0.00634,0.000868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,23.7,-163.39,161.21,-174.49,0.4054,0.3897,0.4342,0.414,0.1043,0.0839,0.0009,0.0006,0.0669,0.001042,0.007475,0.000261,0.001223,0.008373,0.000316,0.002313,0.005535,0.000757,0.000539,0.006014,0.000942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,23.8,-162.23,164.31,-174.88,0.4032,0.3878,0.4304,0.409,0.1136,0.1029,0.0003,0.0002,0.0643,0.00088,0.007779,0.000295,0.001051,0.008504,0.000337,0.002256,0.005772,0.000649,0.000592,0.006291,0.000799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,23.9,-161.66,161.98,-175.01,0.4011,0.3844,0.4305,0.4083,0.1175,0.1061,0.0004,0.0003,0.0643,0.000904,0.007834,0.000298,0.001098,0.00852,0.000325,0.002268,0.005773,0.000703,0.00058,0.00631,0.000855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,24.0,-165.4,162.77,-175.49,0.4033,0.3878,0.4287,0.4082,0.1171,0.0958,0.0005,0.0003,0.0681,0.000993,0.007566,0.000284,0.001166,0.008354,0.00035,0.002393,0.005709,0.000721,0.000592,0.006172,0.000906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,24.1,-166.52,164.08,-174.78,0.3999,0.3852,0.431,0.4105,0.1182,0.0974,0.0008,0.0006,0.0696,0.000881,0.007532,0.000278,0.00107,0.00829,0.000333,0.00229,0.005656,0.000635,0.000583,0.006163,0.00079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,24.2,-164.56,162.56,-173.47,0.4022,0.3887,0.4372,0.4144,0.1013,0.0815,0.001,0.0007,0.0681,0.000918,0.007496,0.000263,0.001113,0.008184,0.00031,0.00233,0.005422,0.00067,0.000617,0.005917,0.000832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,24.3,-164.17,161.12,-174.83,0.402,0.3868,0.4339,0.4116,0.0975,0.0839,0.0007,0.0005,0.0683,0.000987,0.00708,0.000289,0.001154,0.008169,0.000307,0.002324,0.005463,0.000696,0.000575,0.005866,0.000834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,24.4,-164.76,166.0,-174.85,0.4031,0.3886,0.4327,0.41,0.1013,0.0986,0.0006,0.0004,0.0689,0.000855,0.007299,0.000336,0.001022,0.008233,0.000355,0.002333,0.005579,0.000658,0.000629,0.006094,0.000783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,24.5,-168.11,168.8,-176.43,0.4087,0.3937,0.4308,0.4106,0.1165,0.1015,0.0008,0.0005,0.0666,0.000842,0.00697,0.000304,0.000978,0.007776,0.000369,0.002257,0.005441,0.000578,0.000624,0.005844,0.000718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,24.6,-167.15,165.52,-176.49,0.4089,0.395,0.4313,0.4106,0.1148,0.1008,0.0007,0.0005,0.0673,0.000888,0.00696,0.000286,0.00107,0.007863,0.000339,0.002276,0.005451,0.000611,0.000611,0.005908,0.00076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,24.7,-167.97,164.98,-176.32,0.4066,0.391,0.4312,0.4113,0.1088,0.0995,0.0007,0.0005,0.0688,0.000882,0.007212,0.000285,0.00106,0.007836,0.000389,0.002359,0.005412,0.000582,0.000636,0.005827,0.000755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,24.8,-172.85,160.93,-175.17,0.408,0.3948,0.4349,0.4142,0.1294,0.102,0.0006,0.0004,0.0631,0.000958,0.007446,0.000234,0.00112,0.008184,0.000332,0.002247,0.005815,0.000598,0.000584,0.005969,0.000791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,24.9,-167.18,160.91,-175.19,0.4097,0.3953,0.4376,0.4158,0.108,0.0983,0.0001,0.0001,0.0644,0.000841,0.006886,0.000246,0.001037,0.007611,0.000292,0.002197,0.00523,0.000589,0.000583,0.005717,0.000731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,25.0,-170.1,162.45,-173.59,0.408,0.3948,0.439,0.4173,0.1152,0.0958,0.0002,0.0001,0.07,0.000936,0.007171,0.000268,0.001116,0.007955,0.000313,0.002309,0.00539,0.000675,0.000568,0.00576,0.000832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,25.1,-166.92,156.97,-173.7,0.4092,0.3971,0.4441,0.4225,0.1127,0.0896,0.0004,0.0003,0.0675,0.000987,0.006949,0.000225,0.001208,0.007767,0.000252,0.002293,0.005153,0.00073,0.000528,0.00564,0.000882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,25.2,-168.62,158.76,-174.28,0.408,0.3948,0.4392,0.4185,0.1215,0.0964,0.0005,0.0003,0.0657,0.00099,0.007174,0.000241,0.001185,0.00791,0.000279,0.002256,0.005385,0.000698,0.000534,0.005731,0.000862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,25.3,-165.43,163.2,-174.47,0.4066,0.3934,0.4382,0.4173,0.1117,0.087,0.0018,0.0012,0.0688,0.000853,0.006998,0.000252,0.001042,0.007664,0.000301,0.002181,0.005102,0.000609,0.000561,0.005615,0.00076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,25.4,-163.78,164.16,-174.27,0.4084,0.3942,0.4364,0.4146,0.1071,0.091,0.0001,0.0001,0.0723,0.000919,0.007265,0.000294,0.001097,0.007997,0.000335,0.002323,0.005345,0.00067,0.000588,0.005806,0.000823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,25.5,-166.11,162.98,-174.67,0.4095,0.3955,0.4378,0.4151,0.1136,0.0986,0.0001,0.0,0.0694,0.000902,0.007267,0.000281,0.001111,0.008224,0.000314,0.002279,0.005601,0.000688,0.000582,0.006051,0.000836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,25.6,-167.05,163.41,-173.81,0.4095,0.3961,0.4413,0.4185,0.1136,0.097,0.0003,0.0002,0.0667,0.000857,0.007339,0.000284,0.001056,0.008088,0.000337,0.002316,0.00551,0.000632,0.000622,0.005998,0.000786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,25.7,-168.86,164.88,-174.12,0.4078,0.3964,0.4388,0.4183,0.1202,0.0925,0.0005,0.0004,0.0667,0.000834,0.007325,0.000285,0.001015,0.007886,0.000372,0.002273,0.005357,0.000563,0.000616,0.005805,0.000717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,25.8,-167.24,165.98,-174.0,0.4104,0.3958,0.4423,0.4182,0.1146,0.0922,0.0004,0.0003,0.0691,0.000813,0.007091,0.00033,0.000986,0.007801,0.000383,0.002299,0.005314,0.000583,0.000634,0.005818,0.000708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,25.9,-165.81,166.66,-174.14,0.4076,0.3944,0.4383,0.4159,0.1112,0.0938,0.0019,0.0013,0.0685,0.000752,0.00648,0.000325,0.000919,0.007289,0.000356,0.002248,0.004847,0.000579,0.000638,0.005423,0.000688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,26.0,-168.04,168.08,-176.74,0.4058,0.3908,0.4255,0.406,0.1114,0.0977,0.0035,0.0024,0.0688,0.000848,0.007092,0.000301,0.000955,0.007475,0.000381,0.002241,0.005236,0.000544,0.000618,0.00574,0.000677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,26.1,-164.93,166.6,-176.95,0.4056,0.3903,0.4229,0.4023,0.1072,0.1015,0.0009,0.0006,0.07,0.00075,0.006602,0.000267,0.000875,0.007226,0.000309,0.002074,0.005027,0.000489,0.000568,0.005555,0.000592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,26.2,-167.04,163.74,-174.53,0.4004,0.3876,0.4318,0.4128,0.1055,0.0853,0.0198,0.0139,0.0744,0.000828,0.006515,0.000298,0.001035,0.007291,0.000315,0.002296,0.004786,0.000608,0.000595,0.00538,0.000719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,26.3,-169.82,172.65,-174.2,0.3898,0.3749,0.4173,0.3986,0.1091,0.098,0.005,0.0035,0.0699,0.00062,0.006147,0.000323,0.000742,0.007076,0.000364,0.002017,0.004806,0.000427,0.000627,0.005216,0.000478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,26.4,-165.61,171.32,-173.51,0.3757,0.3623,0.4077,0.3865,0.0975,0.0933,0.0005,0.0003,0.0702,0.000652,0.006253,0.000348,0.000801,0.006958,0.000391,0.002195,0.004618,0.000469,0.000664,0.005192,0.000526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,26.5,-167.34,167.26,-174.09,0.3725,0.3592,0.4035,0.3823,0.1011,0.0955,0.0119,0.0083,0.0717,0.000727,0.006682,0.000325,0.000859,0.007279,0.000374,0.002187,0.004892,0.000454,0.000655,0.005376,0.000519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,26.6,-167.87,171.44,-173.22,0.3708,0.3577,0.403,0.38,0.1257,0.0995,0.0278,0.0194,0.0658,0.000652,0.007155,0.000356,0.000772,0.007396,0.000396,0.002143,0.005041,0.000451,0.000696,0.005592,0.000499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,26.7,-168.17,168.74,-173.72,0.3729,0.3609,0.4042,0.3822,0.0988,0.0927,0.0006,0.0004,0.0632,0.0007,0.006922,0.000306,0.000831,0.007338,0.000365,0.002088,0.005029,0.000474,0.000653,0.005468,0.00056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,26.8,-164.6,169.79,-174.88,0.3721,0.3586,0.4003,0.3795,0.0982,0.0915,0.0005,0.0004,0.0693,0.000806,0.006326,0.000375,0.000921,0.007249,0.000399,0.002328,0.004808,0.000537,0.000668,0.005336,0.000607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,26.9,-162.63,168.85,-175.24,0.3747,0.3612,0.3978,0.3783,0.0974,0.0951,0.0034,0.0024,0.0697,0.000749,0.006422,0.000378,0.000877,0.007323,0.0004,0.002188,0.004899,0.000472,0.000636,0.005454,0.000512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,27.0,-168.82,168.73,-175.05,0.375,0.3628,0.4009,0.3829,0.1237,0.1091,0.0111,0.0078,0.0638,0.000636,0.006545,0.000288,0.000783,0.007489,0.000351,0.001972,0.005156,0.000421,0.0006,0.00568,0.000498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,27.1,-166.96,168.27,-172.67,0.374,0.3614,0.4142,0.3927,0.1103,0.0915,0.0052,0.0036,0.0657,0.000703,0.006696,0.000323,0.000882,0.007468,0.000369,0.002161,0.00494,0.000463,0.000619,0.005497,0.000535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,27.2,-166.87,171.28,-173.43,0.3788,0.3659,0.41,0.3889,0.1068,0.098,0.0006,0.0004,0.0616,0.000603,0.006719,0.000303,0.000723,0.007212,0.000363,0.002014,0.004993,0.000428,0.000646,0.005495,0.000498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,27.3,-168.07,166.69,-174.48,0.3761,0.363,0.4037,0.3835,0.1147,0.0966,0.0023,0.0016,0.0627,0.000698,0.00682,0.000285,0.000828,0.007324,0.000328,0.001984,0.005088,0.000474,0.000614,0.005475,0.000565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,27.4,-165.93,175.57,-172.73,0.3714,0.3595,0.4036,0.3824,0.0993,0.0842,0.0014,0.001,0.0636,0.000566,0.006516,0.000347,0.00068,0.007071,0.000415,0.002043,0.004747,0.000393,0.000716,0.005236,0.000401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,27.5,-165.9,177.96,-174.15,0.3728,0.3602,0.4018,0.38,0.1069,0.1005,0.0011,0.0008,0.0641,0.000471,0.006072,0.00038,0.000592,0.0067,0.000412,0.00195,0.004629,0.0004,0.000713,0.005243,0.00039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,27.6,-165.55,179.07,-175.93,0.3693,0.3547,0.3925,0.3737,0.1071,0.1074,0.0005,0.0003,0.0686,0.00053,0.005973,0.000443,0.000626,0.006718,0.000476,0.002169,0.00467,0.000451,0.000792,0.005315,0.000428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,27.7,-166.44,177.98,-174.47,0.3646,0.352,0.392,0.3713,0.1098,0.1183,0.0173,0.0121,0.0655,0.000521,0.007133,0.000435,0.000634,0.00724,0.000521,0.002208,0.00504,0.000441,0.00086,0.005874,0.000398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,27.8,-166.95,174.95,-173.68,0.3629,0.3494,0.3948,0.3734,0.1015,0.0899,0.0372,0.0261,0.0783,0.000701,0.007349,0.000474,0.000794,0.007548,0.000573,0.002487,0.004999,0.000565,0.000813,0.005821,0.000605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,27.9,-166.71,179.86,-173.01,0.3645,0.3533,0.3988,0.377,0.1273,0.1054,0.0385,0.027,0.0742,0.000517,0.007223,0.000473,0.000614,0.007419,0.00063,0.002301,0.004962,0.000544,0.000821,0.005885,0.000558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,28.0,-167.47,175.07,-173.54,0.3674,0.3555,0.4021,0.3805,0.1136,0.1075,0.0417,0.0292,0.0787,0.000626,0.007349,0.000462,0.000735,0.007567,0.000561,0.002387,0.00502,0.000566,0.000772,0.005933,0.000615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,28.1,-165.85,174.78,-173.63,0.3708,0.3572,0.4008,0.3801,0.12,0.1217,0.0438,0.0306,0.0739,0.000653,0.007446,0.000445,0.000748,0.007573,0.000554,0.002384,0.005,0.000571,0.00076,0.005909,0.000642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,28.2,-167.42,173.01,-173.34,0.3705,0.3606,0.4042,0.3827,0.1136,0.1115,0.0113,0.0079,0.0698,0.000659,0.006986,0.000399,0.000798,0.007438,0.000506,0.002367,0.004987,0.000552,0.000746,0.005637,0.000643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,28.3,-168.44,169.25,-173.48,0.3721,0.3614,0.4076,0.387,0.12,0.114,0.0439,0.0307,0.0794,0.000741,0.007909,0.00039,0.000905,0.008126,0.000533,0.002491,0.00536,0.000606,0.00073,0.006283,0.000746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,28.4,-166.34,170.55,-172.21,0.3731,0.3621,0.4093,0.3894,0.1125,0.118,0.0006,0.0004,0.07,0.000713,0.0068,0.000398,0.000878,0.007452,0.000477,0.002452,0.004915,0.000609,0.000737,0.005471,0.000725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,28.5,-170.65,168.18,-171.8,0.3696,0.3594,0.4098,0.3894,0.1249,0.1116,0.0032,0.0023,0.0764,0.000775,0.007472,0.00034,0.000944,0.007892,0.000435,0.00241,0.005229,0.000601,0.000663,0.005748,0.000748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,28.6,-167.12,166.07,-172.14,0.37,0.3574,0.4096,0.3898,0.1157,0.1096,0.0248,0.0174,0.0763,0.000794,0.007624,0.000363,0.000996,0.008045,0.000437,0.002415,0.005144,0.000662,0.000646,0.005866,0.000811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,28.7,-167.88,165.71,-171.94,0.3693,0.3592,0.4107,0.3913,0.1276,0.1069,0.0205,0.0143,0.0748,0.000811,0.007225,0.000329,0.00103,0.007943,0.000394,0.002401,0.005049,0.000632,0.00063,0.005711,0.000779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,28.8,-168.99,164.1,-172.56,0.3753,0.3646,0.4134,0.3943,0.1167,0.1106,0.0397,0.0278,0.0807,0.000833,0.007569,0.000323,0.001037,0.008126,0.000431,0.002439,0.005207,0.000644,0.000616,0.006049,0.000826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,28.9,-169.42,164.32,-172.43,0.3748,0.3648,0.4144,0.3939,0.1201,0.1083,0.0343,0.024,0.0829,0.000866,0.007709,0.00033,0.001098,0.008308,0.000447,0.002508,0.00534,0.000674,0.000619,0.006167,0.00087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,29.0,-170.02,165.15,-172.92,0.3757,0.3647,0.4123,0.3928,0.1179,0.1081,0.0157,0.011,0.078,0.000886,0.00734,0.000347,0.001113,0.008105,0.000455,0.002532,0.00531,0.000667,0.000638,0.005853,0.000846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,29.1,-168.77,163.98,-173.0,0.3781,0.367,0.4143,0.3943,0.1152,0.1098,0.035,0.0245,0.0808,0.000847,0.0076,0.000323,0.00105,0.008084,0.000435,0.002453,0.005243,0.00062,0.000615,0.006044,0.000796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,29.2,-168.26,161.09,-173.77,0.3785,0.3675,0.413,0.3934,0.1244,0.116,0.0232,0.0162,0.0788,0.000991,0.007487,0.000295,0.001214,0.008167,0.000397,0.002513,0.005363,0.000715,0.000576,0.005966,0.000929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,29.3,-166.79,163.47,-173.65,0.3801,0.3679,0.4131,0.3948,0.1322,0.11,0.0311,0.0217,0.0799,0.000939,0.007832,0.00031,0.001125,0.008205,0.000424,0.002455,0.005312,0.000684,0.000571,0.006016,0.000891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,29.4,-167.2,160.15,-173.99,0.3825,0.3706,0.416,0.3968,0.1266,0.1143,0.0221,0.0155,0.0788,0.000965,0.007963,0.000271,0.001173,0.008256,0.000376,0.002405,0.00548,0.000693,0.000547,0.006152,0.000908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,29.5,-169.86,162.37,-173.55,0.3877,0.376,0.4202,0.4019,0.1188,0.1124,0.0238,0.0166,0.0754,0.000893,0.007526,0.000277,0.001098,0.008211,0.0004,0.002361,0.005416,0.000656,0.000572,0.005965,0.000873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,29.6,-172.79,160.91,-173.93,0.393,0.3838,0.4259,0.4084,0.1259,0.1196,0.0228,0.016,0.0726,0.000919,0.008121,0.000297,0.001153,0.008589,0.000474,0.002445,0.005785,0.000654,0.000601,0.006395,0.000901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,29.7,-174.69,162.19,-173.85,0.402,0.3927,0.434,0.4168,0.1305,0.1252,0.0203,0.0142,0.0752,0.000911,0.008127,0.000332,0.001123,0.008686,0.000557,0.002464,0.005968,0.000642,0.000603,0.006467,0.000909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
